Synonym,Family,N_Names,N_Langs,N_Uses,Species,Ssp_var,Nmass (mg/g),Woodiness,LDMC (g/g),Diaspore mass (mg),Plant height (m),Leaf area (mm2),species_id
Lonicera ciliosa,Caprifoliaceae,36,18,25,Lonicera ciliosa,NA,22.385315063130985,woody,159.5605644489153,12.209999999999999,3.4821908806831394,1419.5211818930422,158
Lonicera involucrata,Caprifoliaceae,68,34,72,Lonicera involucrata,NA,23.773747423053113,woody,201.97253704835487,1.517,3.04,3198.170000000001,159
Lupinus nootkatensis,Leguminosae,18,12,2,Lupinus nootkatensis,NA,26.927379505995905,non-woody,0.4952203457196909,21.544400000000003,0.774596669,1660.476959338569,160
Lupinus polyphyllus,Leguminosae,22,14,6,Lupinus polyphyllus,NA,32.93508767,non-woody,0.16967032299999998,22.455600000000004,1.159253422,1460.1700000000005,161
Lycopodium clavatum,Lycopodiaceae,26,17,11,Lycopodium clavatum,NA,8.344249731,non-woody,380.1900000000001,9.409999999999996e-6,0.12602534899999998,2.39,162
Lysichiton americanus,Araceae,78,44,111,Lysichiton americanus,NA,23.885022585203963,non-woody,0.459194050423699,54.536799999999985,1.1,3289.0765952344614,163
Mahonia aquifolium,Berberidaceae,68,29,58,Mahonia aquifolium,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,164
Mahonia nervosa,Berberidaceae,68,29,33,Mahonia nervosa,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,165
Maianthemum dilatatum,Asparagaceae,42,21,15,Maianthemum dilatatum,NA,24.850607142134596,non-woody,0.5205887646438921,24.7677,1.071954446,9049.999999999998,166
Maianthemum racemosum subsp. amplexicaule,Liliaceae,38,21,3,Maianthemum racemosum,subsp. amplexicaule,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,167
Malus fusca,Rosaceae,95,33,90,Malus fusca,NA,28.491379123430384,woody,137.07930924581797,9.5443,7.463799301,1570.1650136650223,168
Mentha arvensis,Lamiaceae,30,19,208,Mentha arvensis,NA,15.13,non-woody,0.17114856499999997,0.1483,0.293615646,566.0700000000003,169
Menziesia ferruginea,Ericaceae,20,17,9,Menziesia ferruginea,NA,21.786372870494645,woody,56.776794774232485,4.392867917755278,0.8,2279.4846713618253,170
Moneses uniflora,Ericaceae,11,10,14,Moneses uniflora,NA,20.4,non-woody,0.27,0.0020000000000000005,0.053078368999999986,358.33000000000004,171
Monotropa uniflora,Ericaceae,5,4,12,Monotropa uniflora,NA,19.7,non-woody,0.4122496593391156,1.079692451326986,0.2818936462403729,431.71210351714075,172
Myrica gale,Myricaceae,5,5,8,Myrica gale,NA,25.45584412,woody,345.00000000000017,1.1498,1.411935754,144.77999999999994,173
Nicotiana attenuata,Solanaceae,56,32,76,Nicotiana attenuata,NA,19.264001426663036,non-woody,1.1223170442081798,0.13,0.3409229338813356,417.50777274739477,174
Nicotiana quadrivalvis,Solanaceae,56,32,11,Nicotiana quadrivalvis,NA,19.940430311503718,non-woody,0.8513605950820314,0.11000000000000001,0.37224691325077913,353.23116179571156,175
Nicotiana tabacum,Solanaceae,56,32,44,Nicotiana tabacum,NA,18.72132024755424,non-woody,6.353257129472281,0.04279999999999999,1.709378663,9049.999999999998,176
Nuphar lutea,Nymphaeaceae,62,39,1,Nuphar lutea,NA,35.85847,non-woody,0.180974936,48.020599999999995,0.45,24904.200000000023,177
Oemleria cerasiformis,Rosaceae,23,14,26,Oemleria cerasiformis,NA,19.2,woody,36.998305772019016,181.53310000000002,1.949358869,1170.0000000000005,178
Oenanthe sarmentosa,Apiaceae,13,10,17,Oenanthe sarmentosa,NA,21.59688791762933,non-woody,0.4817045557101254,2.7279,0.60261174080444,3887.629159660431,179
Oplopanax horridus,Araliaceae,68,44,157,Oplopanax horridus,NA,20.89808830759008,woody,136.82739979278884,18.639999999999997,3.6706735101988404,1360.5133954267067,180
Opuntia fragilis,Cactaceae,16,13,14,Opuntia fragilis,NA,27.824757022832923,non-woody,0.34020081911512423,21.620799999999996,0.7875645268721014,1873.563735714377,181
Opuntia polyacantha,Cactaceae,16,13,46,Opuntia polyacantha,NA,23.867758607866364,non-woody,0.4018917314535349,7.4187,0.6,3312.33833381535,182
Osmorhiza berteroi,Apiaceae,11,8,23,Osmorhiza berteroi,NA,23.886458894651124,non-woody,0.37771234151215693,5.88,0.6031888901812837,2908.320580325115,183
Osmorhiza occidentalis,Apiaceae,8,6,70,Osmorhiza occidentalis,NA,17.21356374389516,non-woody,0.5177821480209159,13.270100000000003,1.21,345.3199999999998,184
Oxalis oregana,Oxalidaceae,7,5,18,Oxalis oregana,NA,21.322841317583908,non-woody,0.7550696433601581,3.5683,0.04000000000000001,675.0000000000002,185
Oxyria digyna,Polygonaceae,8,4,11,Oxyria digyna,NA,43.67757953,non-woody,0.08999999999999998,0.6359,0.10004055100000002,375.00999999999993,186
Paxistima myrsinites,Celastraceae,10,5,16,Paxistima myrsinites,NA,19.613127913952948,woody,206.2620526518963,0.2562031305286571,1,102.57999999999997,187
Penstemon fruticosus,Plantaginaceae,11,4,27,Penstemon fruticosus,NA,18.03772687612364,woody,68.96031665090436,0.6571,0.6,743.024535008025,188
Perideridia gairdneri,Apiaceae,28,16,39,Perideridia gairdneri,NA,20.064691199637412,non-woody,1.6078770158476403,0.8769,1.21,1418.3036662885477,189
Petasites frigidus,Compositae,21,14,13,Petasites frigidus,NA,24.4059419,non-woody,3.84605834944376,0.7968,0.12500000000000003,721.5032773587676,190
Phalaris arundinacea,Poaceae,21,15,3,Phalaris arundinacea,NA,22.15447907,non-woody,186.84718044575803,0.669,1.342179414,2344.2799999999993,191
Philadelphus lewisii,Hydrangeaceae,22,15,48,Philadelphus lewisii,NA,21.908281335745276,woody,228.16634402244435,0.09920000000000001,3.65,1054.4073568019267,192
Phyllospadix scouleri,Zosteraceae,10,5,4,Phyllospadix scouleri,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,193
Physocarpus capitatus,Rosaceae,12,11,19,Physocarpus capitatus,NA,22.25105044669987,woody,234.6821538577108,0.7306,2.43,1104.8668599147184,194
Physocarpus malvaceus,Rosaceae,12,11,3,Physocarpus malvaceus,NA,19.403367623554416,woody,143.09952909314222,0.6548,1.792375154,396.23898375929184,195
Picea engelmannii,Pinaceae,43,26,24,Picea engelmannii,NA,9.981690298,woody,80.08902579382917,3.2352,35.29363732,29.39,196
Picea glauca,Pinaceae,43,26,166,Picea glauca,NA,10.63662706,woody,513.4,2.4515,25.8348762,23.720000000000002,197
Picea mariana,Pinaceae,21,13,81,Picea mariana,NA,8.37922413,woody,161.65708597251557,1.1325,19.760111269999996,30.000000000000004,198
Picea sitchensis,Pinaceae,56,31,136,Picea sitchensis,NA,11.17514256,woody,183.83443251929197,2.3678,55.113262530000014,17.99,199
Pinus albicaulis,Pinaceae,31,14,13,Pinus albicaulis,NA,10.35,woody,15.391863115830756,144.23369999999994,16.698853189999998,884.9983155955798,200
Pinus contorta,Pinaceae,81,42,103,Pinus contorta,NA,11.31399704,woody,222.44001897028278,4.2359,21.372521170000002,49.99999999999999,201
Pinus monticola,Pinaceae,43,26,28,Pinus monticola,NA,14.55555556,woody,73.02402639716189,18.079399999999996,63.19708608999997,105.86469659218157,202
Pinus ponderosa,Pinaceae,24,15,138,Pinus ponderosa,NA,11.1695215,woody,0.24639480933333302,35.70869999999999,38.30074010999999,159.99999999999994,203
Plantago major,Plantaginaceae,37,23,93,Plantago major,NA,18.80325799,non-woody,0.15966630000000004,0.2197,0.16658176399999997,4852.230000000003,204
Plantago maritima,Plantaginaceae,6,4,2,Plantago maritima,NA,15.37,non-woody,1.0728798785692921,0.5613,0.192142876,749.4199999999997,205
Platanthera dilatata,Orchidaceae,8,6,2,Platanthera dilatata,NA,21.334541001577776,non-woody,4.694611433633718,0.029999999999999995,1.0904689253707336,1458.4688320045716,206
Platanthera stricta,Orchidaceae,8,6,1,Platanthera stricta,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,207
Polypodium glycyrrhiza,Polypodiaceae,39,30,33,Polypodium glycyrrhiza,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,208
Polystichum munitum,Dryopteridaceae,71,29,59,Polystichum munitum,NA,19.157796111743934,non-woody,37.335911309013085,1.939999999999999e-5,1.06,832.8124154392033,209
Populus balsamifera,Salicaceae,94,51,17,Populus balsamifera,NA,17.56593597,woody,185.47947662774126,1.0156,18.33734857,2773.999999999999,210
Populus balsamifera subsp. trichocarpa,Salicaceae,94,51,92,Populus balsamifera,subsp. trichocarpa,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,211
Populus tremuloides,Salicaceae,55,32,117,Populus tremuloides,NA,20.80417917,woody,365.3545907043999,0.11699999999999999,16.70656374,2066.58,212
Potamogeton natans,Potamogetonaceae,9,7,2,Potamogeton natans,NA,38.11417833,non-woody,0.20647396099999998,5.7488,0.1334681635,2369.5,213
Prunus emarginata,Rosaceae,80,35,95,Prunus emarginata,NA,21.32928707351004,woody,44.16034856850348,43.391200000000005,7.151135165,2467.609999999999,214
Prunus pensylvanica,Rosaceae,80,35,52,Prunus pensylvanica,NA,23.47781293,woody,43.9522249335401,39.01310000000001,11.10910705,2047.6999999999996,215
Prunus virginiana,Rosaceae,46,20,165,Prunus virginiana,NA,18.85670178,woody,34.824690930250554,65.81449999999997,5.995392840000001,975.0800000000004,216
Pseudoroegneria spicata,Poaceae,11,9,2,Pseudoroegneria spicata,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,217
Pseudotsuga menziesii,Pinaceae,86,43,87,Pseudotsuga menziesii,NA,11.84097595,woody,111.42214237612181,12.604800000000001,65.27951122999997,31.169999999999995,218
Pteridium aquilinum,Dennstaedtiaceae,90,40,80,Pteridium aquilinum,NA,25.01895541,non-woody,298.00000000000006,2.2000000000000016e-5,1.611970256,139999.9999999999,219
Pterospora andromedea,Ericaceae,5,5,15,Pterospora andromedea,NA,20.3743433531304,non-woody,7.6447708856731005,0.0034000000000000007,0.8561913372072144,1158.8544613654085,220
Purshia tridentata,Rosaceae,7,3,59,Purshia tridentata,NA,22.04273525,woody,121.80077139069,23.600500000000004,1.82,29.000000000000004,221
Pyrola asarifolia,Ericaceae,7,7,7,Pyrola asarifolia,NA,13,non-woody,3.8282509917563203,0.007000000000000003,0.2845868080114666,223.28961833392637,222
Quercus garryana,Fagaceae,17,11,26,Quercus garryana,NA,18.39407132883181,woody,36.22072263202482,4405.279199999998,20.69145058,2354.4261880741774,223
Ranunculus acris,Ranunculaceae,10,4,14,Ranunculus acris,NA,25.73587504,non-woody,186.15057333990507,1.4466,0.351530095,595.1899999999999,224
Ranunculus glaberrimus,Ranunculaceae,20,9,6,Ranunculus glaberrimus,NA,20.894169218169733,non-woody,0.46475395124136193,4.7958,0.15,1322.4738265323072,225
Ranunculus occidentalis,Ranunculaceae,10,4,2,Ranunculus occidentalis,NA,23.637230799782625,non-woody,0.6700075012231449,2.4886,0.8118075063340162,2547.9872068839013,226
Rhodiola rosea,Crassulaceae,10,4,12,Rhodiola rosea,NA,3.121289024,non-woody,104.24999999999999,0.15,0.16666666666666702,167.00000000000006,227
Rhododendron albiflorum,Ericaceae,5,3,12,Rhododendron albiflorum,NA,22.424836562172885,woody,221.26435849779767,0.0812,1.82,1233.48573876227,228
Rhododendron columbianum,Ericaceae,92,43,2,Rhododendron columbianum,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,229
Rhododendron groenlandicum,Ericaceae,92,43,96,Rhododendron groenlandicum,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,230
Rhus glabra,Anacardiaceae,7,6,108,Rhus glabra,NA,17.72816213,woody,41.00164505,8.3723,2.847025404,7137.600000000003,231
Ribes aureum,Grossulariaceae,9,6,22,Ribes aureum,NA,22.694527837202568,woody,208.76699345980728,2.3226,1.775443065,1400.7027967262304,232
Ribes bracteosum,Grossulariaceae,52,26,24,Ribes bracteosum,NA,21.786372870494645,woody,56.776794774232485,4.392867917755278,0.8,2279.4846713618253,233
Ribes cereum,Grossulariaceae,16,8,21,Ribes cereum,NA,24.853193768916473,woody,110.44962117883908,1.7009,0.91,2416.7311546715846,234
Ribes divaricatum,Grossulariaceae,89,41,40,Ribes divaricatum,NA,22.8,woody,204.603869483215,2.06,3.2,1198,235
Ribes glandulosum,Grossulariaceae,52,21,6,Ribes glandulosum,NA,21.874411075902554,woody,56.11685538900363,5.244840096217551,0.8,2422.52,236
Ribes hudsonianum,Grossulariaceae,34,19,24,Ribes hudsonianum,NA,19.2184101820038,woody,132.06852049513242,0.5273,1.52,494.9371401764396,237
Ribes inerme,Grossulariaceae,89,41,7,Ribes inerme,NA,34.73642804547958,woody,161.57694506105935,1.4998,2.43,1874.4146306092985,238
Ribes lacustre,Grossulariaceae,75,31,40,Ribes lacustre,NA,20.457820646718517,woody,89.54698564804231,0.8954,0.91,1072.1727268171164,239
Ribes laxiflorum,Grossulariaceae,52,21,19,Ribes laxiflorum,NA,21.786372870494645,woody,56.776794774232485,4.392867917755278,0.8,2279.4846713618253,240
Ribes lobbii,Grossulariaceae,89,41,16,Ribes lobbii,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,241
Ribes oxyacanthoides,Grossulariaceae,89,41,13,Ribes oxyacanthoides,NA,26.697713132945484,woody,205.40144604136947,1.22,3.455006720682772,1658.0865439187019,242
Ribes sanguineum,Grossulariaceae,26,11,17,Ribes sanguineum,NA,25.4,woody,176.80091341249334,2.4805,1.827626261,3294.9999999999973,243
Ribes triste,Grossulariaceae,19,9,22,Ribes triste,NA,21.847750821984594,woody,63.977053419205916,2.1,0.6,2000.1782416472215,244
Rosa acicularis,Rosaceae,164,57,67,Rosa acicularis,NA,10.64706532,woody,28.60074904403615,12.436199999999998,1.21,401.6459157557634,245
Rosa gymnocarpa,Rosaceae,28,11,33,Rosa gymnocarpa,NA,23.01554136092045,woody,49.30683004184808,19.8729,0.91,2091.414160477196,246
Rosa nutkana,Rosaceae,164,57,71,Rosa nutkana,NA,25.10180077170179,woody,146.58812670277197,11.837900000000001,3.04,1517.0341261699732,247
Rosa pisocarpa,Rosaceae,164,57,25,Rosa pisocarpa,NA,21.918417894722744,woody,61.186959924581366,4.6664,0.91,2405.1029965492185,248
Rosa woodsii,Rosaceae,164,57,60,Rosa woodsii,NA,14.91,woody,57.30690680645345,7.923499999999999,0.995671983,714.8999999999997,249
Rubus arcticus,Rosaceae,17,7,14,Rubus arcticus,NA,19.620645740794032,non-woody,1.7390388900107783,1.67,0.3,604.8470016997798,250
Rubus chamaemorus,Rosaceae,27,14,33,Rubus chamaemorus,NA,21.87553983,non-woody,0.259069653,8.0548,0.10348729799999999,1923.7900000000004,251
Rubus idaeus,Rosaceae,77,42,72,Rubus idaeus,NA,23.31509906,woody,192.62560143365602,1.7657,0.939938363,2198.0899999999997,252
Rubus leucodermis,Rosaceae,66,30,68,Rubus leucodermis,NA,15.489833119596145,woody,51.833871835977284,0.9941,0.3,266.1216225610008,253
Rubus parviflorus,Rosaceae,152,49,103,Rubus parviflorus,NA,21.9,woody,84.26494576889753,1.1531,1.475804865,15256.999999999996,254
Rubus pedatus,Rosaceae,21,12,5,Rubus pedatus,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,255
Rubus pubescens,Rosaceae,12,7,13,Rubus pubescens,NA,19.32149063,woody,139.22587786564375,5.900634339907648,2.9702383053550654,4175.160000000003,256
Rubus spectabilis,Rosaceae,170,41,99,Rubus spectabilis,NA,23.7824276108412,woody,201.99023073271763,3.158,3.079363449,2300.6594835852625,257
Rubus ursinus,Rosaceae,65,27,24,Rubus ursinus,NA,20.1,woody,94.36334521338986,1.9077,1.2,1793.0000000000002,258
Rumex aquaticus,Polygonaceae,35,24,25,Rumex aquaticus,NA,35.52,non-woody,0.14,2.1067,1.074755854,21992.289999999997,259
Sagittaria cuneata,Alismataceae,34,17,13,Sagittaria cuneata,NA,21.66673936738097,non-woody,0.7275206095989464,1.1629,0.79,1980.4488531615896,260
Sagittaria latifolia,Alismataceae,34,17,34,Sagittaria latifolia,NA,19.738593831150247,non-woody,4.475390589745803,6.750000000000001,1.49,1321.5699999999997,261
Salix bebbiana,Salicaceae,118,49,22,Salix bebbiana,NA,21.1,woody,253.73011319043442,0.18000000000000002,4.36592131,1001.3672900420386,262
Salix discolor,Salicaceae,118,49,27,Salix discolor,NA,23.692366580930763,woody,279.28220455007886,0.32,6.9828361,1484.5299999999993,263
Salix exigua,Salicaceae,17,7,57,Salix exigua,NA,28.090704871361936,woody,186.96449473172143,0.0621,5.513619501,1571.719008917334,264
Salix hookeriana,Salicaceae,118,49,10,Salix hookeriana,NA,26.775362589716284,woody,250.19386268106152,0.19477704873639173,7.920000000000001,1595.0644163653485,265
Salix lucida,Salicaceae,39,25,8,Salix lucida,NA,29.6,woody,221.82258861334176,0.08249999999999999,10.81287166,1974.0000000000007,266
Salix scouleriana,Salicaceae,118,49,33,Salix scouleriana,NA,24.997979872359707,woody,234.67572077029038,0.06239999999999999,8.479071928999998,1458.6177926301152,267
Salix sitchensis,Salicaceae,118,49,28,Salix sitchensis,NA,28.4315268524841,woody,194.19954833411037,0.0621,7.01,1599.6974471220874,268
Sambucus nigra,Adoxaceae,38,23,13,Sambucus nigra,NA,35.90688506,woody,161.55174082934096,3.1067000000000005,4.513290405,1060.6000000000001,269
Sambucus racemosa,Adoxaceae,97,43,72,Sambucus racemosa,NA,52.356573,woody,176.7616666666669,1.8391,2.439435479,1868.0200000000002,270
Schoenoplectus acutus,Cyperaceae,59,31,70,Schoenoplectus acutus,NA,20.625178279581476,non-woody,15.956870596070555,2.19,2.98,3585.0349467693363,271
Schoenoplectus americanus,Cyperaceae,8,6,15,Schoenoplectus americanus,NA,13.27906556,non-woody,0.7331215203568389,1.6931,0.15284783421619746,196.70396534779798,272
Scirpus microcarpus,Cyperaceae,22,16,9,Scirpus microcarpus,NA,15.01430186,non-woody,0.360957598,0.10820000000000002,1.246682581,5839.170000000002,273
Sedum divergens,Crassulaceae,16,11,11,Sedum divergens,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,274
Shepherdia canadensis,Elaeagnaceae,94,46,127,Shepherdia canadensis,NA,33,woody,118.81595434142973,8.135200000000001,1.82,1540.7002131114284,275
Sium suave,Apiaceae,12,10,21,Sium suave,NA,1.7,non-woody,4.946872479362847,0.8,0.22545992997165312,125.33157921752085,276
Solidago canadensis,Compositae,13,5,29,Solidago canadensis,NA,16.25032178,non-woody,0.284464623,0.07520000000000002,0.816947234,894.72,277
Sorbus scopulina,Rosaceae,50,27,5,Sorbus scopulina,NA,22.57771742365102,woody,117.71898248602305,3.0405999999999995,4.052776826,4811.999999999999,278
Sorbus sitchensis,Rosaceae,50,27,13,Sorbus sitchensis,NA,20.45865472,woody,192.57287503161052,3.222,4.713407504000001,1185.1721214395502,279
Spiraea betulifolia,Rosaceae,17,10,13,Spiraea betulifolia,NA,19.180942683719625,woody,95.20498008831204,0.2917,0.91,588.3164924277839,280
Spiraea douglasii,Rosaceae,14,13,5,Spiraea douglasii,NA,20.501107631334477,woody,198.30746187752786,0.1532,1.787456293,468.11286881384797,281
Streptopus amplexifolius,Liliaceae,42,19,24,Streptopus amplexifolius,NA,22.59842494056888,non-woody,0.6485816388195419,2.0416,0.579889,2957.039999999999,282
Symphoricarpos albus,Caprifoliaceae,84,34,79,Symphoricarpos albus,NA,14.50379607,woody,358.88500000000005,6.742000000000001,1.560812225,1318.8700000000003,283
Taxus brevifolia,Taxaceae,65,39,127,Taxus brevifolia,NA,14.874062997115686,woody,124.51812998886057,29.928899999999995,12.734896270000002,40,284
Thalictrum occidentale,Ranunculaceae,3,3,14,Thalictrum occidentale,NA,22.76946753825983,non-woody,0.302582814852011,3.7000000000000006,0.5200587302066423,3031.845713918511,285
Thuja plicata,Cupressaceae,154,55,368,Thuja plicata,NA,11.83504708,woody,128.42639739725274,1.2858,48.291830559999994,39.035778855921635,286
Toxicodendron rydbergii,Anacardiaceae,21,9,3,Toxicodendron rydbergii,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,287
Trifolium wormskioldii,Leguminosae,16,12,21,Trifolium wormskioldii,NA,19.915129957764414,non-woody,1.1445013666573813,0.6956,1.06,1151.286648438504,288
Triglochin maritima,Juncaginaceae,8,7,6,Triglochin maritima,NA,21.60815614841677,non-woody,0.125570724,0.5842,0.40165977,394.6399999999998,289
Trillium ovatum,Melanthiaceae,16,11,10,Trillium ovatum,NA,24.298842087537217,non-woody,0.5890847277153349,11.42,0.6782897771816945,3249.4856555304823,290
Trillium petiolatum,Liliaceae,16,11,1,Trillium petiolatum,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,291
Triteleia grandiflora,Asparagaceae,9,6,11,Triteleia grandiflora,NA,23.67632901545531,non-woody,0.8306221250736673,1.2,0.6,1573.763471100104,292
Tsuga heterophylla,Pinaceae,86,41,160,Tsuga heterophylla,NA,11.9005052,woody,91.84724380271861,1.7356,45.14083248000001,74.99999999999997,293
Tsuga mertensiana,Pinaceae,86,41,19,Tsuga mertensiana,NA,11.97012949,woody,113.5426270829567,3.9082999999999997,38.1,46.764336601031744,294
Typha latifolia,Typhaceae,107,43,254,Typha latifolia,NA,14.43017547,non-woody,0.191656794,0.05759999999999999,1.525828105,17369.98999999999,295
Urtica dioica,Urticaceae,84,53,63,Urtica dioica,NA,42.91725378,non-woody,186.13777455562501,0.1399,0.88302413,1552.7399999999998,296
Vaccinium caespitosum,Ericaceae,59,29,25,Vaccinium caespitosum,NA,12.691981851643634,woody,74.80177151332612,0.10159999999999998,0.20215,176.32000000000008,297
Vaccinium membranaceum,Ericaceae,85,41,43,Vaccinium membranaceum,NA,17.626340680391312,woody,101.50525797612038,0.1604,1.37,325.40893751841054,298
Vaccinium myrtilloides,Ericaceae,37,18,40,Vaccinium myrtilloides,NA,15.78529749,woody,133.455467820369,0.2,4.389760814,293.99000000000007,299
Vaccinium myrtillus,Ericaceae,11,7,1,Vaccinium myrtillus,NA,16.39812025,woody,246.71350417525997,0.2917,0.223988528,145.27,300
Vaccinium ovalifolium,Ericaceae,97,46,75,Vaccinium ovalifolium,NA,21.14193104104792,woody,263.44793869790976,0.2734,2.43,1265.780810277684,301
Vaccinium ovatum,Ericaceae,21,10,32,Vaccinium ovatum,NA,6.841052551,woody,67.42520583002448,2.218601523583921,2.43,379.93065553524735,302
Vaccinium oxycoccos,Ericaceae,75,37,59,Vaccinium oxycoccos,NA,15.33,woody,279.4568001069671,0.717,0.444145533,16.199999999999996,303
Vaccinium parvifolium,Ericaceae,82,37,58,Vaccinium parvifolium,NA,20.769628965387298,woody,248.47437364476872,0.18950000000000003,3.65,973.0315086531796,304
Vaccinium scoparium,Ericaceae,11,7,13,Vaccinium scoparium,NA,21.303050348848405,woody,76.04300874110906,1.6176,0.6,2171.026242253726,305
Vaccinium uliginosum,Ericaceae,58,26,36,Vaccinium uliginosum,NA,21.85698336,woody,390.76467509333315,0.2143,0.172680858,81.45999999999997,306
Vaccinium vitis-idaea,Ericaceae,36,18,30,Vaccinium vitis-idaea,NA,10.57435117,woody,143.05321630665674,0.3088,0.139586675,75.29999999999998,307
Valeriana edulis,Caprifoliaceae,14,8,18,Valeriana edulis,NA,24.09265929589523,non-woody,0.3191660790324615,4.315547996950335,0.5357124359931213,2349.5299999999993,308
Valeriana sitchensis,Caprifoliaceae,14,7,25,Valeriana sitchensis,NA,22.677017887602304,non-woody,2.2300706173899574,1.7373,0.9341742214707506,2653.979194099454,309
Veratrum viride,Melanthiaceae,59,38,121,Veratrum viride,NA,22.934174311554905,non-woody,1.4079286764619676,1.33,0.8297340116517545,2240.677456847891,310
Viburnum edule,Adoxaceae,96,41,63,Viburnum edule,NA,22.070569637382093,woody,20.65304770503341,34.69169999999999,0.6,2408.66,311
Viburnum opulus,Adoxaceae,96,41,15,Viburnum opulus,NA,21.57677792,woody,167.87243705303806,27.4292,2.8083834020000005,3016.080000000002,312
Vicia nigricans subsp. gigantea,Fabaceae,23,13,8,Vicia nigricans,subsp. gigantea,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,313
Viola adunca,Violaceae,8,7,9,Viola adunca,NA,15.87450787,non-woody,0.61245006772971,0.79,0.029800000000000004,157.62999999999997,314
Xerophyllum tenax,Melanthiaceae,27,20,26,Xerophyllum tenax,NA,21.443501197440916,non-woody,9.417851797538317,2.0447,1.52,2963.092860146971,315
Zigadenus elegans,Liliaceae,17,13,12,Zigadenus elegans,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,316
Zigadenus venenosus,Liliaceae,17,13,30,Zigadenus venenosus,NA,20.475420016659125,non-woody,0.4683164929161383,0.3952008650578817,0.36443704188674675,415.60318079894137,317
Zostera marina,Zosteraceae,26,16,12,Zostera marina,NA,25.17127112431793,non-woody,0.11000000000000001,4.298365168677582,0.547722558,3161.9999999999986,318
