Species,LEVEL2
Lomatium nudicaule,10.1
Lomatium nudicaule,7.1
Lonicera ciliosa,7.1
Lonicera ciliosa,6.2
Lonicera ciliosa,10.1
Lonicera ciliosa,3.3
Lonicera involucrata,7.1
Lonicera involucrata,6.2
Lonicera involucrata,5.4
Lonicera involucrata,10.1
Lupinus nootkatensis,6.1
Lupinus nootkatensis,2.2
Lupinus nootkatensis,3.1
Lupinus nootkatensis,7.1
Lupinus nootkatensis,6.2
Lupinus nootkatensis,10.1
Lupinus polyphyllus,6.2
Lupinus polyphyllus,7.1
Lupinus polyphyllus,10.1
Lupinus polyphyllus,6.1
Lycopodium clavatum,6.2
Lycopodium clavatum,6.1
Lycopodium clavatum,7.1
Lycopodium clavatum,2.3
Lycopodium clavatum,2.2
Lycopodium clavatum,3.1
Lycopodium clavatum,3.2
Lycopodium clavatum,5.4
Lycopodium clavatum,10.1
Lycopodium clavatum,3.3
Lysichiton americanus,6.2
Lysichiton americanus,10.1
Lysichiton americanus,7.1
Lysichiton americanus,5.4
Lysichiton americanus,6.1
Mahonia aquifolium,6.2
Mahonia aquifolium,7.1
Mahonia aquifolium,10.1
Mahonia nervosa,6.2
Mahonia nervosa,7.1
Mahonia nervosa,5.4
Maianthemum dilatatum,7.1
Maianthemum dilatatum,6.2
Maianthemum dilatatum,5.4
Maianthemum dilatatum,10.1
Maianthemum dilatatum,2.2
Maianthemum racemosum,7.1
Maianthemum racemosum,6.2
Maianthemum racemosum,10.1
Maianthemum racemosum,5.4
Malus fusca,7.1
Malus fusca,6.2
Malus fusca,10.1
Mentha arvensis,6.2
Mentha arvensis,10.1
Mentha arvensis,7.1
Mentha arvensis,2.2
Mentha arvensis,6.1
Mentha arvensis,3.1
Mentha arvensis,3.2
Menziesia ferruginea,6.2
Menziesia ferruginea,7.1
Menziesia ferruginea,10.1
Menziesia ferruginea,3.3
Menziesia ferruginea,6.1
Menziesia ferruginea,5.4
Menziesia ferruginea,3.1
Moneses uniflora,6.2
Moneses uniflora,3.3
Moneses uniflora,6.1
Moneses uniflora,7.1
Moneses uniflora,3.2
Moneses uniflora,5.4
Moneses uniflora,3.1
Moneses uniflora,2.2
Moneses uniflora,2.3
Moneses uniflora,10.1
Monotropa uniflora,7.1
Monotropa uniflora,5.4
Monotropa uniflora,6.2
Monotropa uniflora,10.1
Myrica gale,2.2
Myrica gale,7.1
Myrica gale,6.1
Myrica gale,3.3
Myrica gale,3.2
Myrica gale,3.1
Myrica gale,5.4
Myrica gale,6.2
Myrica gale,2.3
Nicotiana attenuata,10.1
Nicotiana attenuata,6.2
Nicotiana attenuata,7.1
Nicotiana quadrivalvis,7.1
Nicotiana quadrivalvis,6.2
Nicotiana quadrivalvis,10.1
Nuphar lutea,7.1
Nuphar lutea,6.2
Nuphar lutea,5.4
Nuphar lutea,10.1
Nuphar lutea,3.1
Oemleria cerasiformis,7.1
Oemleria cerasiformis,6.2
Oenanthe sarmentosa,6.2
Oenanthe sarmentosa,7.1
Oenanthe sarmentosa,10.1
Oplopanax horridus,6.2
Oplopanax horridus,7.1
Oplopanax horridus,6.1
Oplopanax horridus,3.1
Oplopanax horridus,10.1
Oplopanax horridus,5.4
Osmorhiza berteroi,6.2
Osmorhiza berteroi,7.1
Osmorhiza berteroi,10.1
Osmorhiza berteroi,5.4
Osmorhiza occidentalis,6.2
Osmorhiza occidentalis,10.1
Osmorhiza occidentalis,7.1
Oxalis oregana,7.1
Oxalis oregana,6.2
Oxyria digyna,7.1
Oxyria digyna,6.2
Oxyria digyna,6.1
Oxyria digyna,2.2
Oxyria digyna,3.2
Oxyria digyna,10.1
Oxyria digyna,2.3
Oxyria digyna,3.3
Oxyria digyna,3.1
Paxistima myrsinites,6.2
Paxistima myrsinites,10.1
Paxistima myrsinites,7.1
Paxistima myrsinites,6.1
Penstemon fruticosus,6.2
Penstemon fruticosus,10.1
Penstemon fruticosus,7.1
Perideridia gairdneri,7.1
Perideridia gairdneri,6.2
Perideridia gairdneri,10.1
Petasites frigidus,6.2
Petasites frigidus,3.1
Petasites frigidus,7.1
Petasites frigidus,6.1
Petasites frigidus,10.1
Petasites frigidus,5.4
Petasites frigidus,2.2
Petasites frigidus,2.3
Petasites frigidus,3.3
Petasites frigidus,3.2
Phalaris arundinacea,6.2
Phalaris arundinacea,10.1
Phalaris arundinacea,5.4
Phalaris arundinacea,7.1
Phalaris arundinacea,3.3
Phalaris arundinacea,6.1
Philadelphus lewisii,6.2
Philadelphus lewisii,10.1
Philadelphus lewisii,7.1
Phyllospadix scouleri,7.1
Phyllospadix scouleri,6.1
Physocarpus capitatus,7.1
Physocarpus capitatus,6.2
Physocarpus capitatus,10.1
Physocarpus malvaceus,6.2
Physocarpus malvaceus,10.1
Physocarpus malvaceus,7.1
Picea engelmannii,6.2
Picea engelmannii,10.1
Picea engelmannii,7.1
Picea engelmannii,6.1
Picea engelmannii,3.3
Picea engelmannii,5.4
Picea glauca,7.1
Picea glauca,6.2
Picea glauca,2.2
Picea glauca,2.3
Picea glauca,3.1
Picea glauca,6.1
Picea glauca,3.3
Picea glauca,3.2
Picea glauca,5.4
Picea glauca,10.1
Picea mariana,3.1
Picea mariana,2.3
Picea mariana,6.1
Picea mariana,7.1
Picea mariana,5.4
Picea mariana,6.2
Picea mariana,3.3
Picea mariana,3.2
Picea mariana,10.1
Picea sitchensis,7.1
Picea sitchensis,6.2
Picea sitchensis,10.1
Picea sitchensis,6.1
Picea sitchensis,2.2
Pinus contorta,6.2
Pinus contorta,7.1
Pinus contorta,10.1
Pinus contorta,6.1
Pinus contorta,3.3
Pinus contorta,5.4
Pinus contorta,3.2
Pinus monticola,6.2
Pinus monticola,10.1
Pinus monticola,7.1
Pinus ponderosa,10.1
Pinus ponderosa,6.2
Pinus ponderosa,7.1
Plantago maritima,3.1
Plantago maritima,7.1
Plantago maritima,6.1
Plantago maritima,3.3
Plantago maritima,5.4
Plantago maritima,2.2
Polypodium glycyrrhiza,7.1
Polypodium glycyrrhiza,6.2
Polypodium glycyrrhiza,10.1
Polypodium glycyrrhiza,2.3
Polypodium glycyrrhiza,3.1
Polypodium glycyrrhiza,2.2
Polystichum munitum,6.2
Polystichum munitum,7.1
Polystichum munitum,10.1
Polystichum munitum,3.1
Populus balsamifera,6.1
Populus balsamifera,6.2
Populus balsamifera,7.1
Populus balsamifera,5.4
Populus balsamifera,10.1
Populus balsamifera,3.3
Populus balsamifera,3.1
Populus balsamifera,3.2
Populus balsamifera,2.2
Populus balsamifera,2.3
Populus tremuloides,5.4
Populus tremuloides,6.2
Populus tremuloides,3.3
Populus tremuloides,10.1
Populus tremuloides,6.1
Populus tremuloides,7.1
Populus tremuloides,3.2
Populus tremuloides,3.1
Populus tremuloides,2.3
Populus tremuloides,2.2
Potamogeton natans,6.2
Potamogeton natans,10.1
Potamogeton natans,5.4
Potamogeton natans,7.1
Potamogeton natans,3.3
Potamogeton natans,3.1
Potamogeton natans,6.1
Potamogeton natans,3.2
Prunus emarginata,6.2
Prunus emarginata,10.1
Prunus emarginata,7.1
Prunus pensylvanica,6.2
Prunus pensylvanica,5.4
Prunus pensylvanica,3.3
Prunus pensylvanica,10.1
Prunus pensylvanica,7.1
Prunus virginiana,6.2
Prunus virginiana,10.1
Prunus virginiana,7.1
Prunus virginiana,5.4
Prunus virginiana,6.1
Prunus virginiana,3.3
Pseudoroegneria spicata,10.1
Pseudoroegneria spicata,6.2
Pseudoroegneria spicata,7.1
Pseudoroegneria spicata,3.1
Pseudoroegneria spicata,6.1
Pseudoroegneria spicata,3.2
Pseudoroegneria spicata,2.3
Pseudoroegneria spicata,5.4
Pseudotsuga menziesii,6.2
Pseudotsuga menziesii,7.1
Pseudotsuga menziesii,10.1
Pseudotsuga menziesii,5.4
Pteridium aquilinum,6.2
Pteridium aquilinum,7.1
Pteridium aquilinum,10.1
Pteridium aquilinum,5.4
Pteridium aquilinum,3.1
Purshia tridentata,6.2
Purshia tridentata,10.1
Purshia tridentata,7.1
Pyrola asarifolia,6.2
Pyrola asarifolia,7.1
Pyrola asarifolia,6.1
Pyrola asarifolia,10.1
Pyrola asarifolia,3.2
Pyrola asarifolia,5.4
Pyrola asarifolia,3.3
Pyrola asarifolia,2.3
Pyrola asarifolia,3.1
Pyrola asarifolia,2.2
Quercus garryana,6.2
Quercus garryana,7.1
Quercus garryana,10.1
Ranunculus glaberrimus,6.2
Ranunculus glaberrimus,10.1
Ranunculus glaberrimus,7.1
Ranunculus glaberrimus,5.4
Ranunculus occidentalis,7.1
Ranunculus occidentalis,6.2
Ranunculus occidentalis,10.1
Ranunculus occidentalis,6.1
Ranunculus occidentalis,2.2
Ranunculus occidentalis,5.4
Ranunculus occidentalis,3.2
Rhodiola rosea,2.2
Rhodiola rosea,7.1
Rhodiola rosea,6.1
Rhodiola rosea,3.1
Rhododendron albiflorum,6.2
Rhododendron albiflorum,7.1
Rhododendron albiflorum,10.1
Rhododendron albiflorum,5.4
Rhododendron albiflorum,3.3
Rhododendron albiflorum,6.1
Rhus glabra,10.1
Rhus glabra,6.2
Rhus glabra,7.1
Ribes aureum,10.1
Ribes aureum,6.2
Ribes aureum,7.1
Ribes bracteosum,7.1
Ribes bracteosum,6.2
Ribes cereum,6.2
Ribes cereum,10.1
Ribes cereum,7.1
Ribes divaricatum,7.1
Ribes divaricatum,6.2
Ribes divaricatum,10.1
Ribes glandulosum,3.2
Ribes glandulosum,3.3
Ribes glandulosum,5.4
Ribes glandulosum,6.2
Ribes glandulosum,6.1
Ribes glandulosum,7.1
Ribes glandulosum,3.1
Ribes glandulosum,2.2
Ribes hudsonianum,3.3
Ribes hudsonianum,6.2
Ribes hudsonianum,7.1
Ribes hudsonianum,10.1
Ribes hudsonianum,3.2
Ribes hudsonianum,3.1
Ribes hudsonianum,2.2
Ribes hudsonianum,6.1
Ribes hudsonianum,5.4
Ribes inerme,10.1
Ribes inerme,6.2
Ribes inerme,7.1
Ribes inerme,6.1
Ribes inerme,5.4
Ribes lacustre,6.2
Ribes lacustre,7.1
Ribes lacustre,10.1
Ribes lacustre,5.4
Ribes lacustre,3.2
Ribes lacustre,6.1
Ribes lacustre,3.3
Ribes lacustre,3.1
Ribes lacustre,2.2
Ribes laxiflorum,6.2
Ribes laxiflorum,7.1
Ribes laxiflorum,6.1
Ribes laxiflorum,10.1
Ribes laxiflorum,5.4
Ribes laxiflorum,2.2
Ribes lobbii,7.1
Ribes lobbii,6.2
Ribes oxyacanthoides,3.3
Ribes oxyacanthoides,6.2
Ribes oxyacanthoides,3.2
Ribes oxyacanthoides,10.1
Ribes oxyacanthoides,6.1
Ribes oxyacanthoides,5.4
Ribes oxyacanthoides,7.1
Ribes sanguineum,6.2
Ribes sanguineum,7.1
Ribes sanguineum,10.1
Ribes triste,6.1
Ribes triste,5.4
Ribes triste,3.3
Ribes triste,3.2
Ribes triste,2.3
Ribes triste,2.2
Ribes triste,7.1
Ribes triste,6.2
Ribes triste,3.1
Rosa acicularis,3.3
Rosa acicularis,6.1
Rosa acicularis,6.2
Rosa acicularis,7.1
Rosa acicularis,10.1
Rosa acicularis,5.4
Rosa acicularis,3.2
Rosa acicularis,2.3
Rosa acicularis,3.1
Rosa acicularis,2.2
Rosa gymnocarpa,6.2
Rosa gymnocarpa,7.1
Rosa gymnocarpa,10.1
Rosa nutkana,7.1
Rosa nutkana,6.2
Rosa nutkana,10.1
Rosa nutkana,6.1
Rosa nutkana,5.4
Rosa nutkana,3.3
Rosa pisocarpa,7.1
Rosa pisocarpa,6.2
Rosa pisocarpa,10.1
Rosa woodsii,3.3
Rosa woodsii,6.2
Rosa woodsii,10.1
Rosa woodsii,6.1
Rosa woodsii,7.1
Rosa woodsii,5.4
Rosa woodsii,3.2
Rosa woodsii,3.1
Rubus arcticus,6.1
Rubus arcticus,3.3
Rubus arcticus,6.2
Rubus arcticus,7.1
Rubus arcticus,5.4
Rubus arcticus,3.2
Rubus arcticus,10.1
Rubus arcticus,3.1
Rubus arcticus,2.2
Rubus arcticus,2.3
Rubus chamaemorus,2.2
Rubus chamaemorus,2.3
Rubus chamaemorus,6.1
Rubus chamaemorus,7.1
Rubus chamaemorus,3.1
Rubus chamaemorus,3.2
Rubus chamaemorus,3.3
Rubus chamaemorus,5.4
Rubus chamaemorus,6.2
Rubus chamaemorus,10.1
Rubus leucodermis,10.1
Rubus leucodermis,6.2
Rubus leucodermis,7.1
Rubus parviflorus,7.1
Rubus parviflorus,6.2
Rubus parviflorus,10.1
Rubus parviflorus,5.4
Rubus parviflorus,6.1
Rubus pedatus,6.1
Rubus pedatus,6.2
Rubus pedatus,7.1
Rubus pedatus,10.1
Rubus pedatus,3.3
Rubus pedatus,3.1
Rubus pedatus,2.2
Rubus pedatus,5.4
Rubus pubescens,6.1
Rubus pubescens,6.2
Rubus pubescens,3.3
Rubus pubescens,7.1
Rubus pubescens,5.4
Rubus pubescens,10.1
Rubus pubescens,3.2
Rubus spectabilis,7.1
Rubus spectabilis,6.2
Rubus spectabilis,6.1
Rubus spectabilis,2.2
Rubus spectabilis,10.1
Rubus spectabilis,3.3
Rubus ursinus,6.2
Rubus ursinus,7.1
Rubus ursinus,10.1
Rumex aquaticus,6.2
Rumex aquaticus,7.1
Rumex aquaticus,10.1
Rumex aquaticus,5.4
Rumex aquaticus,3.3
Sagittaria cuneata,10.1
Sagittaria cuneata,7.1
Sagittaria cuneata,6.2
Sagittaria cuneata,3.1
Sagittaria cuneata,6.1
Sagittaria cuneata,5.4
Sagittaria cuneata,3.2
Sagittaria cuneata,3.3
Sagittaria cuneata,2.3
Sagittaria latifolia,7.1
Sagittaria latifolia,6.2
Sagittaria latifolia,10.1
Sagittaria latifolia,5.4
Sagittaria latifolia,3.3
Salix bebbiana,6.2
Salix bebbiana,3.1
Salix bebbiana,7.1
Salix bebbiana,6.1
Salix bebbiana,10.1
Salix bebbiana,3.3
Salix bebbiana,5.4
Salix bebbiana,3.2
Salix bebbiana,2.2
Salix bebbiana,2.3
Salix discolor,6.2
Salix discolor,10.1
Salix discolor,3.3
Salix discolor,5.4
Salix discolor,6.1
Salix exigua,6.2
Salix exigua,10.1
Salix exigua,3.3
Salix exigua,7.1
Salix exigua,5.4
Salix exigua,6.1
Salix hookeriana,7.1
Salix hookeriana,6.2
Salix hookeriana,10.1
Salix lucida,6.2
Salix lucida,10.1
Salix lucida,5.4
Salix lucida,7.1
Salix lucida,3.3
Salix lucida,6.1
Salix lucida,3.1
Salix lucida,3.2
Salix scouleriana,6.2
Salix scouleriana,7.1
Salix scouleriana,3.3
Salix scouleriana,6.1
Salix scouleriana,3.1
Salix scouleriana,10.1
Salix scouleriana,3.2
Salix scouleriana,5.4
Salix sitchensis,7.1
Salix sitchensis,6.2
Salix sitchensis,10.1
Salix sitchensis,6.1
Salix sitchensis,3.1
Salix sitchensis,5.4
Sambucus racemosa,7.1
Sambucus racemosa,6.2
Sambucus racemosa,10.1
Sambucus racemosa,6.1
Sambucus racemosa,5.4
Schoenoplectus acutus,10.1
Schoenoplectus acutus,7.1
Schoenoplectus acutus,6.2
Schoenoplectus acutus,3.3
Schoenoplectus acutus,6.1
Schoenoplectus acutus,5.4
Schoenoplectus americanus,10.1
Schoenoplectus americanus,7.1
Schoenoplectus americanus,6.2
Scirpus microcarpus,6.2
Scirpus microcarpus,7.1
Scirpus microcarpus,3.3
Scirpus microcarpus,10.1
Scirpus microcarpus,5.4
Scirpus microcarpus,3.1
Scirpus microcarpus,6.1
Sedum divergens,6.2
Sedum divergens,10.1
Sedum divergens,7.1
Sedum divergens,6.1
Shepherdia canadensis,2.3
Shepherdia canadensis,6.2
Shepherdia canadensis,10.1
Shepherdia canadensis,5.4
Shepherdia canadensis,3.3
Shepherdia canadensis,3.2
Shepherdia canadensis,7.1
Shepherdia canadensis,6.1
Shepherdia canadensis,3.1
Shepherdia canadensis,2.2
Sium suave,10.1
Sium suave,5.4
Sium suave,6.2
Sium suave,3.3
Sium suave,7.1
Sium suave,3.1
Sium suave,6.1
Solidago canadensis,6.2
Solidago canadensis,10.1
Solidago canadensis,7.1
Solidago canadensis,5.4
Solidago canadensis,6.1
Solidago canadensis,3.3
Solidago canadensis,3.2
Solidago canadensis,3.1
Solidago canadensis,2.2
Sorbus scopulina,6.2
Sorbus scopulina,5.4
Sorbus scopulina,10.1
Sorbus scopulina,6.1
Sorbus scopulina,3.2
Sorbus scopulina,3.3
Sorbus scopulina,7.1
Sorbus scopulina,3.1
Sorbus scopulina,2.2
Sorbus sitchensis,6.2
Sorbus sitchensis,5.4
Sorbus sitchensis,10.1
Sorbus sitchensis,7.1
Sorbus sitchensis,6.1
Spiraea betulifolia,6.2
Spiraea betulifolia,10.1
Spiraea betulifolia,7.1
Spiraea betulifolia,5.4
Spiraea betulifolia,3.2
Spiraea douglasii,6.2
Spiraea douglasii,7.1
Spiraea douglasii,10.1
Spiraea douglasii,3.1
Streptopus amplexifolius,10.1
Streptopus amplexifolius,6.2
Streptopus amplexifolius,7.1
Streptopus amplexifolius,3.1
Streptopus amplexifolius,6.1
Streptopus amplexifolius,2.2
Streptopus amplexifolius,3.2
Streptopus amplexifolius,3.3
Streptopus amplexifolius,5.4
Symphoricarpos albus,7.1
Symphoricarpos albus,10.1
Symphoricarpos albus,6.2
Symphoricarpos albus,5.4
Symphoricarpos albus,6.1
Symphoricarpos albus,3.3
Symphoricarpos albus,3.1
Taxus brevifolia,7.1
Taxus brevifolia,6.2
Taxus brevifolia,10.1
Thalictrum occidentale,6.2
Thalictrum occidentale,6.1
Thalictrum occidentale,10.1
Thalictrum occidentale,7.1
Thalictrum occidentale,3.3
Thalictrum occidentale,5.4
Thuja plicata,6.2
Thuja plicata,7.1
Thuja plicata,10.1
Toxicodendron rydbergii,6.2
Toxicodendron rydbergii,10.1
Toxicodendron rydbergii,6.1
Toxicodendron rydbergii,7.1
Toxicodendron rydbergii,5.4
Trifolium wormskioldii,10.1
Trifolium wormskioldii,7.1
Trifolium wormskioldii,6.2
Triglochin maritima,10.1
Triglochin maritima,7.1
Triglochin maritima,5.4
Triglochin maritima,6.2
Triglochin maritima,6.1
Triglochin maritima,3.3
Triglochin maritima,3.2
Triglochin maritima,3.1
Triglochin maritima,2.3
Triglochin maritima,2.2
Trillium ovatum,7.1
Trillium ovatum,6.2
Trillium ovatum,10.1
Trillium petiolatum,6.2
Trillium petiolatum,10.1
Triteleia grandiflora,6.2
Triteleia grandiflora,7.1
Triteleia grandiflora,10.1
Tsuga heterophylla,6.2
Tsuga heterophylla,7.1
Tsuga heterophylla,10.1
Tsuga heterophylla,5.4
Tsuga heterophylla,6.1
Tsuga mertensiana,6.2
Tsuga mertensiana,7.1
Tsuga mertensiana,10.1
Tsuga mertensiana,6.1
Typha latifolia,7.1
Typha latifolia,3.3
Typha latifolia,10.1
Typha latifolia,6.2
Typha latifolia,5.4
Typha latifolia,6.1
Typha latifolia,3.2
Typha latifolia,3.1
Vaccinium caespitosum,6.2
Vaccinium caespitosum,6.1
Vaccinium caespitosum,3.3
Vaccinium caespitosum,3.2
Vaccinium caespitosum,5.4
Vaccinium caespitosum,7.1
Vaccinium caespitosum,10.1
Vaccinium membranaceum,6.1
Vaccinium membranaceum,6.2
Vaccinium membranaceum,7.1
Vaccinium membranaceum,10.1
Vaccinium membranaceum,5.4
Vaccinium membranaceum,3.3
Vaccinium myrtilloides,6.2
Vaccinium myrtilloides,5.4
Vaccinium myrtilloides,3.3
Vaccinium myrtilloides,6.1
Vaccinium myrtilloides,7.1
Vaccinium myrtilloides,10.1
Vaccinium myrtillus,6.2
Vaccinium myrtillus,10.1
Vaccinium myrtillus,7.1
Vaccinium myrtillus,5.4
Vaccinium ovalifolium,6.2
Vaccinium ovalifolium,7.1
Vaccinium ovalifolium,3.2
Vaccinium ovalifolium,6.1
Vaccinium ovalifolium,10.1
Vaccinium ovalifolium,2.2
Vaccinium ovatum,7.1
Vaccinium ovatum,6.2
Vaccinium oxycoccos,7.1
Vaccinium oxycoccos,10.1
Vaccinium oxycoccos,6.2
Vaccinium oxycoccos,6.1
Vaccinium oxycoccos,3.3
Vaccinium oxycoccos,5.4
Vaccinium oxycoccos,3.2
Vaccinium oxycoccos,2.2
Vaccinium oxycoccos,2.3
Vaccinium oxycoccos,3.1
Vaccinium parvifolium,6.2
Vaccinium parvifolium,7.1
Vaccinium parvifolium,10.1
Vaccinium parvifolium,3.3
Vaccinium scoparium,6.2
Vaccinium scoparium,10.1
Vaccinium scoparium,7.1
Vaccinium scoparium,6.1
Vaccinium scoparium,5.4
Vaccinium uliginosum,7.1
Vaccinium uliginosum,6.2
Vaccinium uliginosum,3.3
Vaccinium uliginosum,3.2
Vaccinium uliginosum,2.2
Vaccinium uliginosum,6.1
Vaccinium uliginosum,10.1
Vaccinium uliginosum,5.4
Vaccinium uliginosum,2.3
Vaccinium uliginosum,3.1
Vaccinium vitis-idaea,2.2
Vaccinium vitis-idaea,3.3
Vaccinium vitis-idaea,3.2
Vaccinium vitis-idaea,5.4
Vaccinium vitis-idaea,2.3
Vaccinium vitis-idaea,3.1
Vaccinium vitis-idaea,6.1
Vaccinium vitis-idaea,7.1
Vaccinium vitis-idaea,6.2
Vaccinium vitis-idaea,10.1
Valeriana edulis,6.2
Valeriana edulis,10.1
Valeriana edulis,7.1
Valeriana sitchensis,6.2
Valeriana sitchensis,6.1
Valeriana sitchensis,7.1
Valeriana sitchensis,3.2
Valeriana sitchensis,3.1
Valeriana sitchensis,10.1
Valeriana sitchensis,3.3
Veratrum viride,6.2
Veratrum viride,5.4
Veratrum viride,7.1
Veratrum viride,6.1
Veratrum viride,10.1
Veratrum viride,2.2
Veratrum viride,3.1
Veratrum viride,3.2
Veratrum viride,3.3
Viburnum edule,6.2
Viburnum edule,3.1
Viburnum edule,6.1
Viburnum edule,3.3
Viburnum edule,3.2
Viburnum edule,7.1
Viburnum edule,5.4
Viburnum edule,10.1
Viburnum edule,2.2
Viburnum edule,2.3
Viburnum opulus,6.2
Viburnum opulus,7.1
Viburnum opulus,10.1
Viburnum opulus,5.4
Vicia nigricans,7.1
Vicia nigricans,6.2
Viola adunca,6.2
Viola adunca,7.1
Viola adunca,5.4
Viola adunca,6.1
Viola adunca,10.1
Viola adunca,3.2
Viola adunca,3.3
Xerophyllum tenax,6.2
Xerophyllum tenax,7.1
Xerophyllum tenax,10.1
Zigadenus elegans,6.2
Zigadenus elegans,5.4
Zigadenus elegans,7.1
Zigadenus elegans,10.1
Zigadenus elegans,6.1
Zigadenus elegans,2.3
Zigadenus elegans,3.1
Zigadenus elegans,2.2
Zigadenus elegans,3.2
Zigadenus elegans,3.3
Zigadenus venenosus,6.2
Zigadenus venenosus,7.1
Zigadenus venenosus,10.1
Zigadenus venenosus,5.4
Zostera marina,7.1
Zostera marina,10.1
Zostera marina,6.2
Zostera marina,2.2
Zostera marina,6.1
